,ӫ~(),ӫ~W(W),(gO),HO,ejHR,ejH,eQjHR,eQjH,RP
2026/09/11,SN     ,_إxWuETFf,999999  ,0,194,361,247,374,378
2026/09/11,SN     ,_إxWuETFf,999999  ,1,0,213,24,218,378
2026/09/11,SOF    ,b30f,202609  ,0,56,69,63,69,69
2026/09/11,SOF    ,b30f,202609  ,1,42,0,42,0,69
2026/09/11,SOF    ,b30f,999999  ,0,61,78,72,80,80
2026/09/11,SOF    ,b30f,999999  ,1,42,0,42,0,80
2026/09/11,SPF    ,д500f,202609  ,0,105,109,109,109,109
2026/09/11,SPF    ,д500f,202609  ,1,28,107,29,107,109
2026/09/11,SPF    ,д500f,999999  ,0,143,160,155,162,162
2026/09/11,SPF    ,д500f,999999  ,1,28,112,28,112,162
2026/09/11,SQ     ,HŤqETFf,202609  ,0,11,11,11,11,11
2026/09/11,SQ     ,HŤqETFf,202609  ,1,0,11,0,11,11
2026/09/11,SQ     ,HŤqETFf,999999  ,0,11,11,11,11,11
2026/09/11,SQ     ,HŤqETFf,999999  ,1,0,11,0,11,11
2026/09/11,SR     ,pjxW50ETFf,202609  ,0,2435,9333,2809,9756,11441
2026/09/11,SR     ,pjxW50ETFf,202609  ,1,160,6671,160,6992,11441
2026/09/11,SR     ,pjxW50ETFf,999999  ,0,2536,14546,3028,15854,18848
2026/09/11,SR     ,pjxW50ETFf,999999  ,1,160,10158,160,11121,18848
2026/09/11,SS     ,pjѮETFf,202609  ,0,215,222,238,257,271
2026/09/11,SS     ,pjѮETFf,202609  ,1,84,31,89,39,271
2026/09/11,SS     ,pjѮETFf,999999  ,0,274,295,324,353,401
2026/09/11,SS     ,pjѮETFf,999999  ,1,121,28,143,65,401
2026/09/11,SU     ,jxWȰETFf,202609  ,0,283,258,286,278,286
2026/09/11,SU     ,jxWȰETFf,202609  ,1,56,213,56,221,286
2026/09/11,SU     ,jxWȰETFf,999999  ,0,308,268,328,301,334
2026/09/11,SU     ,jxWȰETFf,999999  ,1,57,213,69,223,334
2026/09/11,SV     ,ptf,202609  ,0,741,751,840,1034,1275
2026/09/11,SV     ,ptf,202609  ,1,620,671,620,884,1275
2026/09/11,SV     ,ptf,999999  ,0,819,827,922,1128,1483
2026/09/11,SV     ,ptf,999999  ,1,673,687,693,918,1483
2026/09/11,SW     ,p@f,202609  ,0,213,263,247,271,666
2026/09/11,SW     ,p@f,202609  ,1,87,48,87,49,666
2026/09/11,SW     ,p@f,999999  ,0,384,686,535,758,776
2026/09/11,SW     ,p@f,999999  ,1,284,387,284,428,776
2026/09/11,SXF    ,Obf,202609  ,0,449,568,504,582,598
2026/09/11,SXF    ,Obf,202609  ,1,370,88,370,94,598
2026/09/11,SXF    ,Obf,999999  ,0,462,641,529,662,682
2026/09/11,SXF    ,Obf,999999  ,1,370,161,370,164,682
2026/09/11,SY     ,anf,202609  ,0,72,97,95,120,132
2026/09/11,SY     ,anf,202609  ,1,41,85,47,103,132
2026/09/11,SY     ,anf,999999  ,0,101,140,137,190,223
2026/09/11,SY     ,anf,999999  ,1,46,140,58,178,223
2026/09/11,SZ     ,panf,202609  ,0,707,1190,824,1329,1360
2026/09/11,SZ     ,panf,202609  ,1,527,1190,527,1322,1360
2026/09/11,SZ     ,panf,999999  ,0,725,1526,930,1717,1820
2026/09/11,SZ     ,panf,999999  ,1,487,1526,567,1717,1820
2026/09/11,TE     ,qlf(TE+ZEF/8)           ,202609  ,0,205,320,271,384,433
2026/09/11,TE     ,qlf(TE+ZEF/8)           ,202609  ,1,85,320,137,372,433
2026/09/11,TE     ,qlf(TE+ZEF/8)           ,999999  ,0,205,323,271,387,450
2026/09/11,TE     ,qlf(TE+ZEF/8)           ,999999  ,1,85,323,137,375,450
2026/09/11,TF     ,Ĵf(TF+ZFF/4)           ,202609  ,0,185,216,270,264,425
2026/09/11,TF     ,Ĵf(TF+ZFF/4)           ,202609  ,1,55,175,110,196,425
2026/09/11,TF     ,Ĵf(TF+ZFF/4)           ,999999  ,0,185,216,271,265,444
2026/09/11,TF     ,Ĵf(TF+ZFF/4)           ,999999  ,1,55,175,111,196,444
2026/09/11,TGF    ,Of,202610  ,0,1613,2411,1876,2415,2415
2026/09/11,TGF    ,Of,202610  ,1,0,2150,0,2150,2415
2026/09/11,TGF    ,Of,999999  ,0,1760,2652,2023,2658,2658
2026/09/11,TGF    ,Of,999999  ,1,0,2385,0,2385,2658
2026/09/11,TJF    ,FҴf,202610  ,0,112,130,122,130,130
2026/09/11,TJF    ,FҴf,202610  ,1,0,68,0,68,130
2026/09/11,TJF    ,FҴf,999999  ,0,116,136,128,139,139
2026/09/11,TJF    ,FҴf,999999  ,1,0,74,0,74,139
2026/09/11,TX     ,OѴf(TX+MTX/4+TMF/20)           ,666666  ,0,1,1,1,1,1
2026/09/11,TX     ,OѴf(TX+MTX/4+TMF/20)           ,666666  ,1,0,0,0,0,1
2026/09/11,TX     ,OѴf(TX+MTX/4+TMF/20)           ,202609  ,0,60037,44603,66562,63788,96459
2026/09/11,TX     ,OѴf(TX+MTX/4+TMF/20)           ,202609  ,1,60037,44603,65035,63788,96459
2026/09/11,TX     ,OѴf(TX+MTX/4+TMF/20)           ,999999  ,0,71900,53076,80029,76915,119821
2026/09/11,TX     ,OѴf(TX+MTX/4+TMF/20)           ,999999  ,1,71900,53076,76542,76915,119821
2026/09/11,UA     ,hqf,202609  ,0,112,235,148,245,245
2026/09/11,UA     ,hqf,202609  ,1,79,235,79,244,245
2026/09/11,UA     ,hqf,999999  ,0,115,323,161,335,337
2026/09/11,UA     ,hqf,999999  ,1,79,323,87,333,337
2026/09/11,UB     ,ȵf,202609  ,0,88,194,137,245,255
2026/09/11,UB     ,ȵf,202609  ,1,14,194,24,245,255
2026/09/11,UB     ,ȵf,999999  ,0,324,451,410,584,632
2026/09/11,UB     ,ȵf,999999  ,1,0,451,14,584,632
2026/09/11,UC     ,sf,202609  ,0,46,67,57,72,72
2026/09/11,UC     ,sf,202609  ,1,21,62,24,63,72
2026/09/11,UC     ,sf,999999  ,0,49,86,67,93,93
2026/09/11,UC     ,sf,999999  ,1,21,79,21,82,93
2026/09/11,UDF    ,Dãf,202609  ,0,221,235,242,251,275
2026/09/11,UDF    ,Dãf,202609  ,1,157,211,157,211,275
2026/09/11,UDF    ,Dãf,999999  ,0,255,278,289,299,337
2026/09/11,UDF    ,Dãf,999999  ,1,170,251,170,251,337
2026/09/11,UE     ,Wӻȴf,202609  ,0,20,20,20,20,29
2026/09/11,UE     ,Wӻȴf,202609  ,1,14,16,14,16,29
2026/09/11,UE     ,Wӻȴf,999999  ,0,36,41,44,44,44
2026/09/11,UE     ,Wӻȴf,999999  ,1,14,38,20,40,44
2026/09/11,UF     ,xƴf,202609  ,0,1350,1653,1560,1943,2140
2026/09/11,UF     ,xƴf,202609  ,1,321,1653,321,1943,2140
2026/09/11,UF     ,xƴf,999999  ,0,1571,1991,1990,2500,2772
2026/09/11,UF     ,xƴf,999999  ,1,321,1991,321,2500,2772
2026/09/11,UG     ,Fof,202609  ,0,2,2,2,2,2
2026/09/11,UG     ,Fof,202609  ,1,1,2,1,2,2
2026/09/11,UG     ,Fof,999999  ,0,4,4,4,4,4
2026/09/11,UG     ,Fof,999999  ,1,1,4,1,4,4
2026/09/11,UH     ,p_bf,202609  ,0,1463,2894,1831,3596,4180
2026/09/11,UH     ,p_bf,202609  ,1,1463,2694,1463,3256,4180
2026/09/11,UH     ,p_bf,999999  ,0,1503,3433,1882,4285,5051
2026/09/11,UH     ,p_bf,999999  ,1,1503,3433,1503,3945,5051
2026/09/11,UI     ,pFof,202609  ,0,316,399,344,411,411
2026/09/11,UI     ,pFof,202609  ,1,84,399,84,408,411
2026/09/11,UI     ,pFof,999999  ,0,336,454,377,468,468
2026/09/11,UI     ,pFof,999999  ,1,84,454,84,465,468
2026/09/11,UJ     ,sqESG뵥20+ETFf,202609  ,0,388,597,457,597,597
2026/09/11,UJ     ,sqESG뵥20+ETFf,202609  ,1,148,208,161,208,597
2026/09/11,UJ     ,sqESG뵥20+ETFf,999999  ,0,907,2087,1234,2088,2088
2026/09/11,UJ     ,sqESG뵥20+ETFf,999999  ,1,170,1595,170,1595,2088
2026/09/11,UK     ,20~ETFf,202609  ,0,183,183,183,183,183
2026/09/11,UK     ,20~ETFf,202609  ,1,0,174,0,174,183
2026/09/11,UK     ,20~ETFf,999999  ,0,377,373,378,378,378
2026/09/11,UK     ,20~ETFf,999999  ,1,0,359,1,360,378
2026/09/11,UL     ,pEf,202609  ,0,1890,3584,2268,4353,4891
2026/09/11,UL     ,pEf,202609  ,1,1210,3164,1345,3571,4891
2026/09/11,UL     ,pEf,999999  ,0,2107,4430,2589,5385,6196
2026/09/11,UL     ,pEf,999999  ,1,1427,4010,1720,4701,6196
2026/09/11,UM     ,@-KYf,202609  ,0,126,140,161,173,184
2026/09/11,UM     ,@-KYf,202609  ,1,76,140,85,164,184
2026/09/11,UM     ,@-KYf,999999  ,0,163,204,208,250,273
2026/09/11,UM     ,@-KYf,999999  ,1,100,204,123,244,273
2026/09/11,UNF    ,꨺FJ100f,202609  ,0,297,516,388,541,610
2026/09/11,UNF    ,꨺FJ100f,202609  ,1,0,389,0,389,610
2026/09/11,UNF    ,꨺FJ100f,999999  ,0,401,649,534,804,917
2026/09/11,UNF    ,꨺FJ100f,999999  ,1,0,357,32,460,917
2026/09/11,UO     ,p@-KYf,202609  ,0,1274,3108,1698,3756,4036
2026/09/11,UO     ,p@-KYf,202609  ,1,890,3108,1050,3756,4036
2026/09/11,UO     ,p@-KYf,999999  ,0,1582,4338,2144,5496,6079
2026/09/11,UO     ,p@-KYf,999999  ,1,890,4338,1106,5496,6079
2026/09/11,UP     ,Of,202609  ,0,161,190,176,190,190
2026/09/11,UP     ,Of,202609  ,1,4,190,10,190,190
2026/09/11,UP     ,Of,999999  ,0,436,470,453,472,472
2026/09/11,UP     ,Of,999999  ,1,11,470,17,472,472
2026/09/11,UQ     ,pOf,202609  ,0,128,328,198,404,416
2026/09/11,UQ     ,pOf,202609  ,1,40,328,68,379,416
2026/09/11,UQ     ,pOf,999999  ,0,196,529,283,628,652
2026/09/11,UQ     ,pOf,999999  ,1,40,529,55,608,652
2026/09/11,UR     ,Τ@FANG+ETFf,202609  ,0,1,1,1,1,1
2026/09/11,UR     ,Τ@FANG+ETFf,202609  ,1,0,1,0,1,1
2026/09/11,UR     ,Τ@FANG+ETFf,999999  ,0,4,4,4,4,4
2026/09/11,UR     ,Τ@FANG+ETFf,999999  ,1,0,3,0,3,4
2026/09/11,US     ,pΤ@FANG+ETFf,202609  ,0,12,12,12,12,12
2026/09/11,US     ,pΤ@FANG+ETFf,202609  ,1,4,5,4,5,12
2026/09/11,US     ,pΤ@FANG+ETFf,999999  ,0,16,16,17,17,17
2026/09/11,US     ,pΤ@FANG+ETFf,999999  ,1,6,10,6,10,17
2026/09/11,UT     ,@f,202609  ,0,277,634,365,713,735
2026/09/11,UT     ,@f,202609  ,1,45,634,62,709,735
2026/09/11,UT     ,@f,999999  ,0,350,732,468,916,979
2026/09/11,UT     ,@f,999999  ,1,45,732,62,916,979
2026/09/11,UU     ,xWf,202609  ,0,22,21,25,25,25
2026/09/11,UU     ,xWf,202609  ,1,16,19,17,21,25
2026/09/11,UU     ,xWf,999999  ,0,31,26,35,34,35
2026/09/11,UU     ,xWf,999999  ,1,23,26,25,29,35
2026/09/11,UV     ,f,202609  ,0,32,30,37,39,42
2026/09/11,UV     ,f,202609  ,1,32,26,32,34,42
2026/09/11,UV     ,f,999999  ,0,39,35,46,52,58
2026/09/11,UV     ,f,999999  ,1,37,35,38,48,58
2026/09/11,UW     ,pf,202609  ,0,512,1213,679,1562,1685
2026/09/11,UW     ,pf,202609  ,1,239,1213,310,1562,1685
2026/09/11,UW     ,pf,999999  ,0,1758,2130,2062,3067,3520
2026/09/11,UW     ,pf,999999  ,1,160,2130,239,3067,3520
2026/09/11,UX     ,خf,202609  ,0,239,341,310,393,404
2026/09/11,UX     ,خf,202609  ,1,145,341,177,374,404
2026/09/11,UX     ,خf,999999  ,0,286,458,370,514,526
2026/09/11,UX     ,خf,999999  ,1,145,458,177,499,526
2026/09/11,UY     ,}f,202609  ,0,105,331,162,336,336
2026/09/11,UY     ,}f,202609  ,1,21,326,34,327,336
2026/09/11,UY     ,}f,999999  ,0,543,1145,680,1151,1152
2026/09/11,UY     ,}f,999999  ,1,160,1131,224,1134,1152
2026/09/11,UZ     ,p~f,202609  ,0,354,1533,521,1805,1828
2026/09/11,UZ     ,p~f,202609  ,1,223,1293,257,1465,1828
2026/09/11,UZ     ,p~f,999999  ,0,386,1829,575,2257,2314
2026/09/11,UZ     ,p~f,999999  ,1,223,1569,257,1897,2314
2026/09/11,VA     ,غaf,202609  ,0,187,167,197,192,203
2026/09/11,VA     ,غaf,202609  ,1,4,167,6,187,203
2026/09/11,VA     ,غaf,999999  ,0,201,177,213,206,220
2026/09/11,VA     ,غaf,999999  ,1,4,177,6,201,220
2026/09/11,VB     ,شf,202609  ,0,377,708,540,719,726
2026/09/11,VB     ,شf,202609  ,1,377,697,505,697,726
2026/09/11,VB     ,شf,999999  ,0,914,1364,1109,1389,1404
2026/09/11,VB     ,شf,999999  ,1,914,1353,1074,1359,1404
2026/09/11,VC     ,طǴf,202609  ,0,70,221,109,267,276
2026/09/11,VC     ,طǴf,202609  ,1,15,221,15,264,276
2026/09/11,VC     ,طǴf,999999  ,0,72,229,111,285,306
2026/09/11,VC     ,طǴf,999999  ,1,15,229,15,285,306
2026/09/11,VD     ,pPZf,202609  ,0,698,1300,885,1588,1681
2026/09/11,VD     ,pPZf,202609  ,1,497,1300,497,1568,1681
2026/09/11,VD     ,pPZf,999999  ,0,721,1625,1014,2272,2449
2026/09/11,VD     ,pPZf,999999  ,1,417,1625,497,2272,2449
2026/09/11,VE     ,Tp-KYf,202609  ,0,257,303,309,362,383
2026/09/11,VE     ,Tp-KYf,202609  ,1,193,303,193,355,383
2026/09/11,VE     ,Tp-KYf,999999  ,0,361,575,479,678,763
2026/09/11,VE     ,Tp-KYf,999999  ,1,142,575,218,678,763
2026/09/11,VF     ,pTp-KYf,202609  ,0,1755,2882,1993,3476,3849
2026/09/11,VF     ,pTp-KYf,202609  ,1,960,2482,960,2995,3849
2026/09/11,VF     ,pTp-KYf,999999  ,0,2226,3171,2655,4535,5287
2026/09/11,VF     ,pTp-KYf,999999  ,1,1080,3171,1180,4015,5287
2026/09/11,VG     ,pqf,202609  ,0,1212,3340,1556,4181,4455
2026/09/11,VG     ,pqf,202609  ,1,832,3340,832,3843,4455
2026/09/11,VG     ,pqf,999999  ,0,1212,4161,1562,5223,5781
2026/09/11,VG     ,pqf,999999  ,1,832,4161,832,4883,5781
2026/09/11,VH     ,IETFf,202609  ,0,312,308,316,316,316
2026/09/11,VH     ,IETFf,202609  ,1,302,308,302,316,316
2026/09/11,VH     ,IETFf,999999  ,0,318,326,331,340,340
2026/09/11,VH     ,IETFf,999999  ,1,303,326,305,338,340
2026/09/11,VI     ,شf,202609  ,0,56,111,68,116,116
2026/09/11,VI     ,شf,202609  ,1,24,111,24,116,116
2026/09/11,VI     ,شf,999999  ,0,62,132,78,139,142
2026/09/11,VI     ,شf,999999  ,1,24,132,24,139,142
2026/09/11,VJ     ,pFf,202609  ,0,180,698,262,782,811
2026/09/11,VJ     ,pFf,202609  ,1,0,516,0,555,811
2026/09/11,VJ     ,pFf,999999  ,0,180,732,265,851,929
2026/09/11,VJ     ,pFf,999999  ,1,0,502,0,581,929
2026/09/11,VK     ,pȵf,202609  ,0,544,865,648,1145,1248
2026/09/11,VK     ,pȵf,202609  ,1,400,647,422,927,1248
2026/09/11,VK     ,pȵf,999999  ,0,546,1042,663,1371,1519
2026/09/11,VK     ,pȵf,999999  ,1,400,824,422,1113,1519
2026/09/11,VL     ,qf,202609  ,0,176,174,200,206,1221
2026/09/11,VL     ,qf,202609  ,1,163,100,163,128,1221
2026/09/11,VL     ,qf,999999  ,0,1369,1381,1493,1580,1642
2026/09/11,VL     ,qf,999999  ,1,271,1300,374,1445,1642
2026/09/11,VM     ,ثf,202609  ,0,28,33,34,39,39
2026/09/11,VM     ,ثf,202609  ,1,8,23,9,27,39
2026/09/11,VM     ,ثf,999999  ,0,30,34,36,41,41
2026/09/11,VM     ,ثf,999999  ,1,8,24,9,28,41
2026/09/11,VN     ,pثf,202609  ,0,399,942,493,975,979
2026/09/11,VN     ,pثf,202609  ,1,93,942,111,962,979
2026/09/11,VN     ,pثf,999999  ,0,399,980,493,1022,1026
2026/09/11,VN     ,pثf,999999  ,1,93,980,111,1009,1026
2026/09/11,VO     ,pʤqlf,202609  ,0,1273,2658,1506,2748,2775
2026/09/11,VO     ,pʤqlf,202609  ,1,1153,1438,1197,1522,2775
2026/09/11,VO     ,pʤqlf,999999  ,0,1276,3299,1534,3493,3561
2026/09/11,VO     ,pʤqlf,999999  ,1,1156,1979,1200,2173,3561
2026/09/11,VP     ,p뱱f,202609  ,0,1982,4211,2333,4836,4914
2026/09/11,VP     ,p뱱f,202609  ,1,1780,4211,1780,4356,4914
2026/09/11,VP     ,p뱱f,999999  ,0,1982,4857,2388,6155,6384
2026/09/11,VP     ,p뱱f,999999  ,1,1780,4857,1780,5655,6384
2026/09/11,VQ     ,q뱱f,202609  ,0,105,137,135,158,1548
2026/09/11,VQ     ,q뱱f,202609  ,1,72,0,80,3,1548
2026/09/11,VQ     ,q뱱f,999999  ,0,725,1418,906,1527,1581
2026/09/11,VQ     ,q뱱f,999999  ,1,197,1365,229,1412,1581
2026/09/11,XAF    ,DIf,202609  ,0,26,26,26,26,26
2026/09/11,XAF    ,DIf,202609  ,1,10,0,10,0,26
2026/09/11,XAF    ,DIf,999999  ,0,27,27,27,27,27
2026/09/11,XAF    ,DIf,999999  ,1,11,0,11,0,27
2026/09/11,XBF    ,^If,202609  ,0,4,4,4,4,4
2026/09/11,XBF    ,^If,202609  ,1,0,4,0,4,4
2026/09/11,XBF    ,^If,999999  ,0,14,14,14,14,14
2026/09/11,XBF    ,^If,999999  ,1,0,13,0,13,14
2026/09/11,XEF    ,ڤIf,202609  ,0,34,34,34,34,34
2026/09/11,XEF    ,ڤIf,202609  ,1,0,18,0,18,34
2026/09/11,XEF    ,ڤIf,999999  ,0,46,46,46,46,46
2026/09/11,XEF    ,ڤIf,999999  ,1,12,29,12,29,46
2026/09/11,XIF    ,Dqf,202609  ,0,341,357,359,359,359
2026/09/11,XIF    ,Dqf,202609  ,1,109,140,119,140,359
2026/09/11,XIF    ,Dqf,999999  ,0,420,386,438,437,438
2026/09/11,XIF    ,Dqf,999999  ,1,109,158,119,158,438
2026/09/11,XJF    ,If,202609  ,0,164,107,171,152,172
2026/09/11,XJF    ,If,202609  ,1,150,0,150,0,172
2026/09/11,XJF    ,If,999999  ,0,284,219,312,281,345
2026/09/11,XJF    ,If,999999  ,1,192,0,192,0,345

O榡: 666666ҦgXpAyyyymm뫴A999999 Ҧ(tUgPU)XpC
HO榡G 0 ƧǫejΫeQjHA1 ƧǫejΫeQjHAݩSwkH
-馬LLgfF"0"ӫ馬LLRPC
